cluster,genomes_present,family_type,gene,product,go_function,ontology_term
GCF_000597845.1|WP_000732510.1,11,Core,rstB,two-component system sensor histidine kinase RstB,phosphorelay sensor kinase activity|0000155||IEA,"GO:0007165,GO:0016310,GO:0000155,GO:0016020"
GCF_000597845.1|WP_000733592.1,11,Core,chiQ,ChiQ/YbfN family lipoprotein,,
GCF_000597845.1|WP_000733916.1,11,Core,eutQ,ethanolamine utilization acetate kinase EutQ,,
GCF_000597845.1|WP_000734212.1,11,Core,mltF,membrane-bound lytic murein transglycosylase MltF,peptidoglycan lytic transglycosylase activity|0008933||IEA,"GO:0000270,GO:0008933,GO:0016020"
GCF_000597845.1|WP_000734287.1,11,Core,speD,adenosylmethionine decarboxylase,adenosylmethionine decarboxylase activity|0004014||IEA,"GO:0008295,GO:0004014"
GCF_000597845.1|WP_000734772.1,2,Accessory,,hypothetical protein,,
GCF_000597845.1|WP_000735257.1,10,Accessory,ompG,monomeric porin OmpG,,
GCF_000597845.1|WP_000735278.1,11,Core,tolC,outer membrane channel protein TolC,efflux transmembrane transporter activity|0015562||IEA,"GO:0055085,GO:0015562"
GCF_000597845.1|WP_000735411.1,11,Core,phoQ,two-component system sensor histidine kinase PhoQ,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","GO:0000160,GO:0000155,GO:0004673,GO:0016772"
GCF_000597845.1|WP_000736158.1,11,Core,yceM,Gfo/Idh/MocA family protein,"nucleotide binding|0000166||IEA,catalytic activity|0003824||IEA","GO:0000166,GO:0003824"
GCF_000597845.1|WP_000736860.1,11,Core,yhfG,YhfG family protein,,
GCF_000597845.1|WP_000737007.1,11,Core,feoB,Fe(2+) transporter permease subunit FeoB,"GTP binding|0005525||IEA,ferrous iron transmembrane transporter activity|0015093||IEA","GO:0006826,GO:0005525,GO:0015093,GO:0016020"
GCF_000597845.1|WP_000737226.1,11,Core,ompW,outer membrane protein OmpW,,GO:0019867
GCF_000597845.1|WP_000737347.1,9,Accessory,ycjQ,zinc-dependent alcohol dehydrogenase,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA","GO:0008270,GO:0016616,GO:0030554"
GCF_000597845.1|WP_000738423.1,9,Accessory,iss,increased serum survival lipoprotein Iss,,
GCF_000597845.1|WP_000738568.1,8,Accessory,,amino acid ABC transporter substrate-binding protein,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","GO:0042626,GO:0140359,GO:0055052"
GCF_000597845.1|WP_000738723.1,11,Core,yaaX,DUF2502 domain-containing protein,,
GCF_000597845.1|WP_000740078.1,11,Core,msrP,protein-methionine-sulfoxide reductase catalytic subunit MsrP,"oxidoreductase activity%2C acting on a sulfur group of donors|0016667||IEA,molybdopterin cofactor binding|0043546||IEA","GO:0030091,GO:0016667,GO:0043546"
GCF_000597845.1|WP_000741131.1,11,Core,kdpA,potassium-transporting ATPase subunit KdpA,P-type potassium transmembrane transporter activity|0008556||IEA,"GO:0006813,GO:0008556,GO:0031004"
GCF_000597845.1|WP_000741620.1,11,Core,pstC,phosphate ABC transporter permease PstC,,"GO:0006817,GO:0055085,GO:0016020"
GCF_000597845.1|WP_000741828.1,11,Core,lysR,DNA-binding transcriptional regulator LysR,,
GCF_000597845.1|WP_000742107.1,11,Core,thiL,thiamine-phosphate kinase,thiamine-phosphate kinase activity|0009030||IEA,"GO:0009228,GO:0009030"
GCF_000597845.1|WP_000742141.1,11,Core,dam,adenine-specific DNA-methyltransferase,"nucleic acid binding|0003676||IEA,site-specific DNA-methyltransferase (adenine-specific) activity|0009007||IEA","GO:0003676,GO:0009007"
GCF_000597845.1|WP_000743444.1,11,Core,hlyD,secretion protein HlyD,,
GCF_000597845.1|WP_000744778.1,11,Core,rsmB,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,"RNA binding|0003723||IEA,rRNA methyltransferase activity|0008649||IEA","GO:0001510,GO:0006355,GO:0006364,GO:0003723,GO:0008649"
GCF_000597845.1|WP_000745217.1,11,Core,yggM,DUF1202 family protein,,
GCF_000597845.1|WP_000745534.1,7,Accessory,yfeS,WGR domain-containing protein,,
GCF_000597845.1|WP_000746151.1,11,Core,lptD,LPS assembly protein LptD,,"GO:0015920,GO:0043165,GO:0019867"
GCF_000597845.1|WP_000746460.1,11,Core,macA,macrolide transporter subunit MacA,transmembrane transporter activity|0022857||IEA,"GO:1990961,GO:0022857,GO:0019898,GO:1990195"
GCF_000597845.1|WP_000747625.1,11,Core,yiaD,OmpA family lipoprotein,,GO:0009279
GCF_000597845.1|WP_000749261.1,11,Core,yceI,YceI family protein,,
GCF_000597845.1|WP_000752798.1,5,Accessory,casB,type I-E CRISPR-associated protein Cse2/CasB,,GO:0043571
GCF_000597845.1|WP_000753617.1,11,Core,fdhD,formate dehydrogenase accessory sulfurtransferase FdhD,sulfurtransferase activity|0016783||IEA,"GO:0009061,GO:0015942,GO:0016783,GO:0009326"
GCF_000597845.1|WP_000753690.1,11,Core,eutR,HTH-type transcriptional regulator EutR,DNA-binding transcription factor activity|0003700||IEA,"GO:0006355,GO:0003700"
GCF_000597845.1|WP_000754737.1,11,Core,yeeZ,SDR family oxidoreductase,"oxidoreductase activity|0016491||IEA,NAD binding|0051287||IEA","GO:0016491,GO:0051287"
GCF_000597845.1|WP_000755097.1,4,Accessory,,CS1 type fimbrial major subunit,,GO:0009289
GCF_000597845.1|WP_000755173.1,11,Core,yfgI,DUF5384 family protein,,
GCF_000597845.1|WP_000756550.1,11,Core,hdeA,acid-activated periplasmic chaperone HdeA,,
GCF_000597845.1|WP_000756569.1,11,Core,artI,arginine ABC transporter substrate-binding protein ArtI,ABC-type amino acid transporter activity|0015424||IEA,"GO:0015424,GO:0043190"
GCF_000597845.1|WP_000756838.1,11,Core,yceG,cell division protein YceG,,
GCF_000597845.1|WP_000757333.1,11,Core,yjbE,exopolysaccharide production protein YjbE,,
GCF_000597845.1|WP_000758074.1,11,Core,mqo,malate dehydrogenase (quinone),L-malate dehydrogenase (quinone) activity|0008924||IEA,"GO:0006099,GO:0008924"
GCF_000597845.1|WP_000758422.1,11,Core,fadD,long-chain-fatty-acid--CoA ligase FadD,,
GCF_000597845.1|WP_000758655.1,11,Core,ygdR,lipoprotein YgdR,,
GCF_000597845.1|WP_000758956.1,11,Core,skp,molecular chaperone Skp,,
GCF_000597845.1|WP_000759120.1,11,Core,pqiC,membrane integrity-associated transporter subunit PqiC,,
GCF_000597845.1|WP_000759317.1,11,Core,potD,spermidine/putrescine ABC transporter substrate-binding protein PotD,polyamine binding|0019808||IEA,"GO:0015846,GO:0019808,GO:0042597"
GCF_000597845.1|WP_000761225.1,11,Core,malS,alpha-amylase,alpha-amylase activity|0004556||IEA,GO:0004556
GCF_000597845.1|WP_000762229.1,11,Core,ldhA,D-lactate dehydrogenase,,
GCF_000597845.1|WP_000762401.1,11,Core,cra,catabolite repressor/activator,DNA binding|0003677||IEA,"GO:0006355,GO:0009750,GO:0003677"
GCF_000597845.1|WP_000763151.1,11,Core,yaiY,YaiY family protein,,
GCF_000597845.1|WP_000763511.1,11,Core,trpD,bifunctional anthranilate synthase glutamate amidotransferase component TrpG/anthranilate phosphoribosyltransferase TrpD,anthranilate phosphoribosyltransferase activity|0004048||IEA,"GO:0000162,GO:0004048"
GCF_000597845.1|WP_000763724.1,11,Core,mioC,FMN-binding protein MioC,FMN binding|0010181||IEA,GO:0010181
GCF_000597845.1|WP_000763867.1,11,Core,cheY,chemotaxis response regulator CheY,,GO:0000160
GCF_000597845.1|WP_000765604.1,11,Core,yfeH,bile acid:sodium symporter family protein,symporter activity|0015293||IEA,"GO:0006810,GO:0015293,GO:0016020"
GCF_000597845.1|WP_000765749.1,11,Core,gstA,glutathione transferase GstA,protein binding|0005515||IEA,"GO:0006749,GO:0005515"
GCF_000597845.1|WP_000765839.1,11,Core,glxR,2-hydroxy-3-oxopropionate reductase,"2-hydroxy-3-oxopropionate reductase activity|0008679||IEA,NAD binding|0051287||IEA","GO:0046487,GO:0008679,GO:0051287"
GCF_000597845.1|WP_000767329.1,11,Core,ribF,bifunctional riboflavin kinase/FAD synthetase,FMN adenylyltransferase activity|0003919||IEA,GO:0003919
GCF_000597845.1|WP_000767389.1,11,Core,ybhB,kinase inhibitor,,
GCF_000597845.1|WP_000767654.1,11,Core,ygjJ,protein YgjJ,,
GCF_000597845.1|WP_000767829.1,9,Accessory,yoeB,type II toxin-antitoxin system mRNA interferase toxin YoeB,,
GCF_000597845.1|WP_000767887.1,10,Accessory,,fimbrial protein,,
GCF_000597845.1|WP_000769322.1,11,Core,ydgH,DUF1471 family protein YdgH,,
GCF_000597845.1|WP_000769961.1,11,Core,eutB,ethanolamine ammonia-lyase subunit alpha,,
GCF_000597845.1|WP_000771391.1,11,Core,ydiY,DUF481 domain-containing protein,,
GCF_000597845.1|WP_000771437.1,11,Core,csgA,curli major subunit CsgA,,
GCF_000597845.1|WP_000771748.1,11,Core,ushA,bifunctional UDP-sugar hydrolase/5'-nucleotidase,,
GCF_000597845.1|WP_000772452.1,11,Core,yfcE,phosphodiesterase,,
GCF_000597845.1|WP_000772731.1,11,Core,pdeF,cyclic-guanylate-specific phosphodiesterase PdeF,,
GCF_000597845.1|WP_000774988.1,11,Core,proW,glycine betaine/L-proline ABC transporter permease ProW,,"GO:0055085,GO:0016020"
GCF_000597845.1|WP_000775794.1,10,Accessory,pgmB,beta-phosphoglucomutase,"magnesium ion binding|0000287||IEA,beta-phosphoglucomutase activity|0008801||IEA","GO:0005975,GO:0000287,GO:0008801"
GCF_000597845.1|WP_000775931.1,11,Core,recD,exodeoxyribonuclease V subunit alpha,"helicase activity|0004386||IEA,exodeoxyribonuclease V activity|0008854||IEA","GO:0006302,GO:0006310,GO:0004386,GO:0008854,GO:0009338"
GCF_000597845.1|WP_000776104.1,11,Core,rlmH,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,methyltransferase activity|0008168||IEA,"GO:0006364,GO:0008168"
GCF_000597845.1|WP_000776191.1,11,Core,mrdA,peptidoglycan DD-transpeptidase MrdA,"penicillin binding|0008658||IEA,serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA","GO:0009252,GO:0008658,GO:0009002,GO:0016020"
GCF_000597845.1|WP_000776388.1,11,Core,allA,ureidoglycolate lyase,,
GCF_000597845.1|WP_000776768.1,11,Core,mlaA,phospholipid-binding lipoprotein MlaA,,GO:0016020
GCF_000597845.1|WP_000776887.1,11,Core,yiaO,2%2C3-diketo-L-gulonate TRAP transporter substrate-binding protein YiaO,,
GCF_000597845.1|WP_000777653.1,11,Core,rutD,pyrimidine utilization protein D,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds%2C in linear amides|0016811||IEA,"GO:0006212,GO:0016811"
GCF_000597845.1|WP_000777969.1,11,Core,nrdF,class 1b ribonucleoside-diphosphate reductase subunit beta,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,"GO:0009263,GO:0004748,GO:0005971"
GCF_000597845.1|WP_000778069.1,11,Core,napA,nitrate reductase catalytic subunit NapA,"nitrate reductase activity|0008940||IEA,molybdenum ion binding|0030151||IEA,molybdopterin cofactor binding|0043546||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0008940,GO:0030151,GO:0043546,GO:0051539"
GCF_000597845.1|WP_000778795.1,11,Core,panM,aspartate 1-decarboxylase autocleavage activator PanM,N-acetyltransferase activity|0008080||IEA,"GO:0015940,GO:0031638,GO:0008080"
GCF_000597845.1|WP_000779090.1,11,Core,glpQ,glycerophosphodiester phosphodiesterase,phosphoric diester hydrolase activity|0008081||IEA,"GO:0006629,GO:0008081"
GCF_000597845.1|WP_000779429.1,11,Core,nlpA,lipoprotein NlpA,,
GCF_000597845.1|WP_000779676.1,8,Accessory,lptF,LPS export ABC transporter permease LptF,lipopolysaccharide transmembrane transporter activity|0015221||IEA,"GO:0055085,GO:0015221,GO:0043190"
GCF_000597845.1|WP_000779792.1,11,Core,yibF,glutathione S-transferase,protein binding|0005515||IEA,"GO:0006749,GO:0005515"
GCF_000597845.1|WP_000779831.1,11,Core,ybaY,YbaY family lipoprotein,,
GCF_000597845.1|WP_000780912.1,11,Core,grxB,glutaredoxin 2,"glutathione-disulfide reductase (NADPH) activity|0004362||IEA,protein binding|0005515||IEA","GO:0006749,GO:0004362,GO:0005515"
GCF_000597845.1|WP_000781063.1,11,Core,thrC,threonine synthase,threonine synthase activity|0004795||IEA,"GO:0009088,GO:0004795"
GCF_000597845.1|WP_000781370.1,10,Accessory,yddM,HigA family addiction module antitoxin,DNA binding|0003677||IEA,GO:0003677
GCF_000597845.1|WP_000783120.1,11,Core,yehW,glycine betaine ABC transporter permease YehW,,
GCF_000597845.1|WP_000784351.1,11,Core,ybgS,YbgS-like family protein,,
GCF_000597845.1|WP_000784460.1,11,Core,yacH,DUF3300 domain-containing protein,,
GCF_000597845.1|WP_000785124.1,11,Core,murE,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase,"ATP binding|0005524||IEA,acid-amino acid ligase activity|0016881||IEA","GO:0008360,GO:0009058,GO:0051301,GO:0005524,GO:0016881"
GCF_000597845.1|WP_000785596.1,11,Core,ilvA,threonine ammonia-lyase%2C biosynthetic,threonine deaminase activity|0004794||IEA,"GO:0009097,GO:0004794"
GCF_000597845.1|WP_000785722.1,11,Core,yqjE,phage holin family protein,,GO:0016020
GCF_000597845.1|WP_000785931.1,11,Core,alaC,alanine transaminase,"catalytic activity|0003824||IEA,pyridoxal phosphate binding|0030170||IEA","GO:0009058,GO:0003824,GO:0030170"
GCF_000597845.1|WP_000786320.1,11,Core,pheP,phenylalanine transporter,,GO:0006865
GCF_000597845.1|WP_000786399.1,11,Core,holC,DNA polymerase III subunit chi,,
GCF_000597845.1|WP_000786911.1,11,Core,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,tRNA (guanine(46)-N7)-methyltransferase activity|0008176||IEA,"GO:0006400,GO:0008176"
GCF_000597845.1|WP_000789502.1,11,Core,nuoF,NADH-quinone oxidoreductase subunit NuoF,"NADH dehydrogenase (ubiquinone) activity|0008137||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","GO:0008137,GO:0051539"
GCF_000597845.1|WP_000789986.1,11,Core,pgi,glucose-6-phosphate isomerase,glucose-6-phosphate isomerase activity|0004347||IEA,"GO:0006094,GO:0006096,GO:0004347"
GCF_000597845.1|WP_000790168.1,11,Core,lepA,translation elongation factor 4,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA","GO:0003924,GO:0005525"
GCF_000597845.1|WP_000791650.1,11,Core,csgB,curli minor subunit CsgB,,
GCF_000597845.1|WP_000792970.1,11,Core,iraP,anti-adapter protein IraP,,
GCF_000597845.1|WP_000795630.1,11,Core,motB,flagellar motor protein MotB,,
GCF_000597845.1|WP_000796332.1,11,Core,fpr,ferredoxin--NADP(+) reductase,ferredoxin-NADP+ reductase activity|0004324||IEA,GO:0004324
GCF_000597845.1|WP_000796528.1,9,Accessory,yldA,small membrane protein YldA,,
GCF_000597845.1|WP_000797341.1,11,Core,yiiX,YiiX family permuted papain-like enzyme,,
GCF_000597845.1|WP_000797657.1,11,Core,pmrR,LpxT activity modulator PmrR,,
GCF_000597845.1|WP_000798871.1,11,Core,ybgI,radiation resistance protein YbgI,,
GCF_000597845.1|WP_000799889.1,11,Core,lptM,LPS translocon maturation chaperone LptM,,
GCF_000597845.1|WP_000799956.1,11,Core,asd,aspartate-semialdehyde dehydrogenase,"aspartate-semialdehyde dehydrogenase activity|0004073||IEA,NADP binding|0050661||IEA","GO:0009086,GO:0009088,GO:0009089,GO:0009097,GO:0004073,GO:0050661"
GCF_000597845.1|WP_000800457.1,11,Core,surA,peptidylprolyl isomerase SurA,"peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,peptide binding|0042277||IEA,unfolded protein binding|0051082||IEA","GO:0006457,GO:0043165,GO:0050821,GO:0060274,GO:0003755,GO:0042277,GO:0051082,GO:0030288"
GCF_000597845.1|WP_000800512.1,11,Core,kdgA,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase,,
GCF_000597845.1|WP_000801125.1,11,Core,nusB,transcription antitermination factor NusB,,GO:0006353
GCF_000597845.1|WP_000801365.1,11,Core,hemF,oxygen-dependent coproporphyrinogen oxidase,coproporphyrinogen oxidase activity|0004109||IEA,"GO:0006779,GO:0004109"
GCF_000597845.1|WP_000801473.1,6,Accessory,hpaB,4-hydroxyphenylacetate 3-monooxygenase%2C oxygenase component,"oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen%2C reduced flavin or flavoprotein as one donor%2C and incorporation of one atom of oxygen|0016712||IEA,flavin adenine dinucleotide binding|0050660||IEA","GO:0010124,GO:0016712,GO:0050660"
GCF_000597845.1|WP_000802080.1,11,Core,nlpI,lipoprotein NlpI,protein binding|0005515||IEA,GO:0005515
GCF_000597845.1|WP_000802214.1,11,Core,yiiQ,YiiQ family protein,,
GCF_000597845.1|WP_000802516.1,11,Core,mreC,rod shape-determining protein MreC,,GO:0008360
GCF_000597845.1|WP_000803366.1,11,Core,yeeY,LysR substrate-binding domain-containing protein,,
GCF_000597845.1|WP_000803659.1,11,Core,marB,multiple antibiotic resistance protein MarB,,
GCF_000597845.1|WP_000803797.1,11,Core,livM,branched chain amino acid ABC transporter permease LivM,,
GCF_000597845.1|WP_000804064.1,1,Singleton,tet(A),tetracycline efflux MFS transporter Tet(A),tetracycline transmembrane transporter activity|0008493||IEA,"GO:0015904,GO:0008493"
GCF_000597845.1|WP_000804379.1,9,Accessory,yddE,PhzF family isomerase,catalytic activity|0003824||IEA,"GO:0009058,GO:0003824"
GCF_000597845.1|WP_000804726.1,11,Core,prfA,peptide chain release factor 1,translation release factor activity|0003747||IEA,"GO:0006415,GO:0003747"
GCF_000597845.1|WP_000805011.1,11,Core,ghrB,glyoxylate/hydroxypyruvate reductase GhrB,"oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,NAD binding|0051287||IEA","GO:0016616,GO:0051287"
GCF_000597845.1|WP_000805497.1,11,Core,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,3-methyl-2-oxobutanoate hydroxymethyltransferase activity|0003864||IEA,"GO:0015940,GO:0003864"
GCF_000597845.1|WP_000805509.1,11,Core,yicS,protein YicS,,
GCF_000597845.1|WP_000806177.1,11,Core,pyrE,orotate phosphoribosyltransferase,orotate phosphoribosyltransferase activity|0004588||IEA,"GO:0009220,GO:0004588"
GCF_000597845.1|WP_000806442.1,10,Accessory,ybaQ,HigA family addiction module antitoxin,DNA binding|0003677||IEA,GO:0003677
GCF_000597845.1|WP_000806638.1,11,Core,xerD,site-specific tyrosine recombinase XerD,site-specific recombinase activity|0009009||IEA,"GO:0006310,GO:0009009"
GCF_000597845.1|WP_000807125.1,11,Core,hinT,purine nucleoside phosphoramidase,,
GCF_000597845.1|WP_000807362.1,11,Core,yegS,lipid kinase YegS,"lipid kinase activity|0001727||IEA,metal ion binding|0046872||IEA","GO:0001727,GO:0046872"
GCF_000597845.1|WP_000807651.1,11,Core,yciG,general stress protein,,GO:0006950
GCF_000597845.1|WP_000808376.1,11,Core,fucK,L-fuculokinase,L-fuculokinase activity|0008737||IEA,"GO:0042355,GO:0008737"
GCF_000597845.1|WP_000808667.1,11,Core,yciB,septation protein A,,
GCF_000597845.1|WP_000809051.1,11,Core,rpoN,RNA polymerase factor sigma-54,"DNA-binding transcription activator activity|0001216||IEA,DNA binding|0003677||IEA,sigma factor activity|0016987||IEA","GO:0006352,GO:0001216,GO:0003677,GO:0016987"
GCF_000597845.1|WP_000809774.1,11,Core,arcB,aerobic respiration two-component sensor histidine kinase ArcB,phosphorelay sensor kinase activity|0000155||IEA,"GO:0000160,GO:0006355,GO:0016310,GO:0000155,GO:0016020"
GCF_000597845.1|WP_000811065.1,11,Core,kdsA,3-deoxy-8-phosphooctulonate synthase,3-deoxy-8-phosphooctulonate synthase activity|0008676||IEA,GO:0008676
GCF_000597845.1|WP_000811923.1,11,Core,ispC,1-deoxy-D-xylulose-5-phosphate reductoisomerase,"protein binding|0005515||IEA,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity|0030604||IEA,metal ion binding|0046872||IEA,NADPH binding|0070402||IEA","GO:0008299,GO:0005515,GO:0030604,GO:0046872,GO:0070402"
GCF_000597845.1|WP_000812053.1,11,Core,rseB,sigma-E factor regulatory protein RseB,,
GCF_000597845.1|WP_000812796.1,11,Core,yigA,DUF484 domain-containing protein,,
GCF_000597845.1|WP_000812892.1,11,Core,nrfG,heme lyase NrfEFG subunit NrfG,,
GCF_000597845.1|WP_000813037.1,11,Core,yhbE,DMT family transporter,transmembrane transporter activity|0022857||IEA,"GO:0055085,GO:0022857,GO:0016020"
GCF_000597845.1|WP_000813201.1,11,Core,recJ,single-stranded-DNA-specific exonuclease RecJ,5'-3' exonuclease activity|0008409||IEA,"GO:0006281,GO:0006310,GO:0008409"
GCF_000597845.1|WP_000813862.1,11,Core,yfbR,5'-deoxynucleotidase,5'-deoxynucleotidase activity|0002953||IEA,GO:0002953
GCF_000597845.1|WP_000815099.1,11,Core,,DeoR/GlpR family transcriptional regulator,,
GCF_000597845.1|WP_000815362.1,11,Core,poxB,ubiquinone-dependent pyruvate dehydrogenase,"magnesium ion binding|0000287||IEA,thiamine pyrophosphate binding|0030976||IEA,pyruvate dehydrogenase (quinone) activity|0052737||IEA","GO:0006090,GO:0000287,GO:0030976,GO:0052737"
GCF_000597845.1|WP_000815435.1,9,Accessory,pgl,6-phosphogluconolactonase,6-phosphogluconolactonase activity|0017057||IEA,GO:0017057
GCF_000597845.1|WP_000815987.1,11,Core,hofQ,DNA uptake porin HofQ,,"GO:0009306,GO:0019867"
GCF_000597845.1|WP_000816232.1,11,Core,thyA,thymidylate synthase,thymidylate synthase activity|0004799||IEA,"GO:0006231,GO:0004799"
GCF_000597845.1|WP_000816280.1,11,Core,rpe,ribulose-phosphate 3-epimerase,D-ribulose-phosphate 3-epimerase activity|0004750||IEA,"GO:0006098,GO:0004750"
